país,año,población
Middle East & North Africa (IDA & IBRD countries),1989,224910078.0
Middle East & North Africa (IDA & IBRD countries),1988,218765632.0
Middle East & North Africa (IDA & IBRD countries),1987,212583142.0
Middle East & North Africa (IDA & IBRD countries),1986,206230968.0
Middle East & North Africa (IDA & IBRD countries),1985,199910202.0
Middle East & North Africa (IDA & IBRD countries),1984,193686969.0
Middle East & North Africa (IDA & IBRD countries),1983,187576228.0
Middle East & North Africa (IDA & IBRD countries),1982,181764163.0
Middle East & North Africa (IDA & IBRD countries),1981,175548888.0
Middle East & North Africa (IDA & IBRD countries),1980,169488204.0
Middle East & North Africa (IDA & IBRD countries),1979,164323587.0
Middle East & North Africa (IDA & IBRD countries),1978,159473249.0
Middle East & North Africa (IDA & IBRD countries),1977,154855804.0
Middle East & North Africa (IDA & IBRD countries),1976,150378878.0
Middle East & North Africa (IDA & IBRD countries),1975,145952255.0
Middle East & North Africa (IDA & IBRD countries),1974,141784043.0
Middle East & North Africa (IDA & IBRD countries),1973,137949196.0
Middle East & North Africa (IDA & IBRD countries),1972,134260715.0
Middle East & North Africa (IDA & IBRD countries),1971,130683752.0
Middle East & North Africa (IDA & IBRD countries),1970,127174194.0
Middle East & North Africa (IDA & IBRD countries),1969,123706020.0
Middle East & North Africa (IDA & IBRD countries),1968,120310263.0
Middle East & North Africa (IDA & IBRD countries),1967,117013328.0
Middle East & North Africa (IDA & IBRD countries),1966,113811829.0
Middle East & North Africa (IDA & IBRD countries),1965,110767062.0
Middle East & North Africa (IDA & IBRD countries),1964,107860080.0
Middle East & North Africa (IDA & IBRD countries),1963,105030514.0
Middle East & North Africa (IDA & IBRD countries),1962,102288730.0
Middle East & North Africa (IDA & IBRD countries),1961,99660885.0
Middle East & North Africa (IDA & IBRD countries),1960,97138700.0
Middle income,2023,5896643239.0
Middle income,2022,5851866150.5
Middle income,2021,5807623372.0
Middle income,2020,5758609133.5
Middle income,2019,5703863074.0
Middle income,2018,5645348919.5
Middle income,2017,5584206934.5
Middle income,2016,5521012953.5
Middle income,2015,5457879432.5
Middle income,2014,5393611832.5
Middle income,2013,5327096579.0
Middle income,2012,5260198112.0
Middle income,2011,5193178001.5
Middle income,2010,5128297873.0
Middle income,2009,5064311535.0
Middle income,2008,5000822481.0
Middle income,2007,4938090609.5
Middle income,2006,4876437694.0
Middle income,2005,4814035417.5
Middle income,2004,4751078008.5
Middle income,2003,4687718840.0
Middle income,2002,4624967024.0
Middle income,2001,4561290900.5
Middle income,2000,4495519780.5
Middle income,1999,4429131954.0
Middle income,1998,4362241927.5
Middle income,1997,4294084642.5
Middle income,1996,4225598047.5
Middle income,1995,4157084205.0
Middle income,1994,4088593648.5
Middle income,1993,4019972454.0
Middle income,1992,3950691232.5
Middle income,1991,3880119936.0
Middle income,1990,3807403275.0
Middle income,1989,3731182964.0
Middle income,1988,3656928992.0
Middle income,1987,3582381481.0
Middle income,1986,3508312729.0
Middle income,1985,3436122376.0
Middle income,1984,3366017947.0
Middle income,1983,3297307864.0
Middle income,1982,3228341255.0
Middle income,1981,3159721144.0
Middle income,1980,3093876462.0
Middle income,1979,3030371149.0
Middle income,1978,2969050773.0
Middle income,1977,2909304446.0
Middle income,1976,2850242950.0
Middle income,1975,2790787485.0
Middle income,1974,2730495461.0
Middle income,1973,2668970427.0
Middle income,1972,2607031812.0
Middle income,1971,2545962589.0
Middle income,1970,2483992298.0
Middle income,1969,2422538687.0
Middle income,1968,2362651796.0
Middle income,1967,2304918125.0
Middle income,1966,2248823830.0
Middle income,1965,2192727365.0
Middle income,1964,2140061515.0
Middle income,1963,2088133586.0
Middle income,1962,2036499219.0
Middle income,1961,1996885454.0
Middle income,1960,1970293325.0
North America,2023,375077354.0
North America,2022,372275216.0
North America,2021,370353489.0
North America,2020,369619953.0
North America,2019,366012555.0
North America,2018,363974650.0
North America,2017,361730781.0
North America,2016,359246007.0
North America,2015,356506956.0
North America,2014,353883924.0
North America,2013,351204513.0
North America,2012,348654703.0
North America,2011,345986435.0
North America,2010,343396770.0
North America,2009,340465163.0
North America,2008,337404564.0
North America,2007,334183103.0
North America,2006,331013939.0
North America,2005,327822042.0
North America,2004,324806660.0
North America,2003,321812780.0
North America,2002,319046534.0
North America,2001,316051677.0
North America,2000,312909691.0
North America,1999,309502410.0
North America,1998,306069812.0
North America,1997,302623125.0
North America,1996,299064031.0
North America,1995,295639837.0
North America,1994,292185857.0
North America,1993,288662580.0
North America,1992,284943671.0
North America,1991,281076404.0
North America,1990,277371697.0
North America,1989,274152910.0
North America,1988,271347446.0
North America,1987,268791866.0
North America,1986,266289167.0
North America,1985,263821663.0
North America,1984,261487222.0
North America,1983,259213228.0
North America,1982,256835329.0
North America,1981,254339912.0
North America,1980,251794340.0
North America,1979,249310061.0
North America,1978,246601634.0
North America,1977,244018165.0
North America,1976,241538018.0
North America,1975,239169404.0
North America,1974,236715025.0
North America,1973,234453723.0
North America,1972,232167266.0
North America,1971,229675639.0
North America,1970,226428124.0
North America,1969,223756306.0
North America,1968,221500404.0
North America,1967,219173514.0
North America,1966,216656534.0
North America,1965,214028461.0
North America,1964,211260410.0
North America,1963,208251340.0
North America,1962,205196239.0
North America,1961,202005123.0
North America,1960,198622564.0
OECD members,2023,1385723403.0
OECD members,2022,1378506989.0
OECD members,2021,1371769252.0
OECD members,2020,1370013876.0
OECD members,2019,1362497757.0
OECD members,2018,1355260023.0
OECD members,2017,1347317014.0
OECD members,2016,1339441048.0
OECD members,2015,1331189869.0
OECD members,2014,1323087907.0
OECD members,2013,1314705887.0
OECD members,2012,1306608465.0
OECD members,2011,1298741317.0
OECD members,2010,1292108663.0
OECD members,2009,1283513127.0
OECD members,2008,1274326608.0
OECD members,2007,1264410318.0
OECD members,2006,1255490764.0
OECD members,2005,1246459292.0
OECD members,2004,1237753724.0
OECD members,2003,1228926236.0
OECD members,2002,1220070536.0
OECD members,2001,1211106223.0
OECD members,2000,1202226474.0
OECD members,1999,1193682861.0
OECD members,1998,1184928348.0
OECD members,1997,1176191803.0
OECD members,1996,1167149370.0
OECD members,1995,1158068699.0
OECD members,1994,1148779736.0
OECD members,1993,1139203498.0
OECD members,1992,1129039882.0
OECD members,1991,1118410105.0
OECD members,1990,1107695519.0
OECD members,1989,1097876374.0
OECD members,1988,1088587717.0
OECD members,1987,1079813087.0
OECD members,1986,1071222636.0
OECD members,1985,1062728299.0
OECD members,1984,1054395892.0
OECD members,1983,1046094679.0
OECD members,1982,1037419356.0
OECD members,1981,1028615740.0
OECD members,1980,1019332414.0
OECD members,1979,1009880602.0
OECD members,1978,1000355869.0
OECD members,1977,990951247.0
OECD members,1976,981612322.0
OECD members,1975,972242932.0
OECD members,1974,962281658.0
OECD members,1973,952000973.0
OECD members,1972,941467841.0
OECD members,1971,930596384.0
OECD members,1970,918489195.0
OECD members,1969,908238681.0
OECD members,1968,897869478.0
OECD members,1967,887553832.0
OECD members,1966,877030636.0
OECD members,1965,866300939.0
OECD members,1964,855135046.0
OECD members,1963,843650775.0
OECD members,1962,832228334.0
OECD members,1961,820797329.0
OECD members,1960,809580666.0
Other small states,2023,14411921.0
Other small states,2022,14217718.0
Other small states,2021,14040798.0
Other small states,2020,13884095.0
Other small states,2019,13761088.0
Other small states,2018,13634874.0
Other small states,2017,13487767.0
Other small states,2016,13273445.0
Other small states,2015,13091061.0
Other small states,2014,12904905.0
Other small states,2013,12719557.0
Other small states,2012,12554229.0
Other small states,2011,12420968.0
Other small states,2010,12341009.0
Other small states,2009,12167982.0
Other small states,2008,11966136.0
Other small states,2007,11769660.0
Other small states,2006,11561776.0
Other small states,2005,11368666.0
Other small states,2004,11194800.0
Other small states,2003,11034074.0
Other small states,2002,10846687.0
Other small states,2001,10622995.0
Other small states,2000,10425820.0
Other small states,1999,10379509.0
Other small states,1998,10351144.0
Other small states,1997,10207938.0
Other small states,1996,10066923.0
Other small states,1995,9948797.0
Other small states,1994,9872555.0
Other small states,1993,9779331.0
Other small states,1992,9717948.0
Other small states,1991,9634139.0
Other small states,1990,9464103.0
Other small states,1989,9262888.0
Other small states,1988,9072184.0
Other small states,1987,8892322.0
Other small states,1986,8718033.0
Other small states,1985,8549331.0
Other small states,1984,8390169.0
Other small states,1983,8243752.0
Other small states,1982,8098677.0
Other small states,1981,7951138.0
Other small states,1980,7803795.0
Other small states,1979,7653134.0
Other small states,1978,7504109.0
Other small states,1977,7357498.0
Other small states,1976,7211306.0
Other small states,1975,7074031.0
Other small states,1974,6948494.0
Other small states,1973,6828515.0
Other small states,1972,6702866.0
Other small states,1971,6579022.0
Other small states,1970,6465635.0
Other small states,1969,6363577.0
Other small states,1968,6267038.0
Other small states,1967,6173583.0
Other small states,1966,6079901.0
Other small states,1965,5980491.0
Other small states,1964,5874688.0
Other small states,1963,5765241.0
Other small states,1962,5655451.0
Other small states,1961,5547310.0
Other small states,1960,5458853.0
Pacific island small states,2023,2689224.0
Pacific island small states,2022,2656049.0
Pacific island small states,2021,2625493.0
Pacific island small states,2020,2595522.0
Pacific island small states,2019,2568656.0
Pacific island small states,2018,2542009.0
Pacific island small states,2017,2509999.0
Pacific island small states,2016,2477794.0
Pacific island small states,2015,2445989.0
Pacific island small states,2014,2414338.0
Pacific island small states,2013,2382931.0
Pacific island small states,2012,2351924.0
Pacific island small states,2011,2320899.0
Pacific island small states,2010,2289399.0
Pacific island small states,2009,2262456.0
Pacific island small states,2008,2240739.0
Pacific island small states,2007,2218230.0
Pacific island small states,2006,2194265.0
Pacific island small states,2005,2170029.0
Pacific island small states,2004,2145505.0
Pacific island small states,2003,2120592.0
Pacific island small states,2002,2095273.0
Pacific island small states,2001,2069097.0
Pacific island small states,2000,2042274.0
Pacific island small states,1999,2014289.0
Pacific island small states,1998,1984859.0
Pacific island small states,1997,1954642.0
Pacific island small states,1996,1926342.0
Pacific island small states,1995,1901782.0
Pacific island small states,1994,1878007.0
Pacific island small states,1993,1853148.0
Pacific island small states,1992,1827395.0
Pacific island small states,1991,1801531.0
Pacific island small states,1990,1775607.0
Pacific island small states,1989,1748900.0
Pacific island small states,1988,1721206.0
Pacific island small states,1987,1692234.0
Pacific island small states,1986,1660533.0
Pacific island small states,1985,1625654.0
Pacific island small states,1984,1590058.0
Pacific island small states,1983,1555284.0
Pacific island small states,1982,1521261.0
Pacific island small states,1981,1487561.0
Pacific island small states,1980,1454476.0
Pacific island small states,1979,1422234.0
Pacific island small states,1978,1390784.0
Pacific island small states,1977,1360619.0
Pacific island small states,1976,1331351.0
Pacific island small states,1975,1303608.0
Pacific island small states,1974,1277600.0
Pacific island small states,1973,1253169.0
Pacific island small states,1972,1229695.0
Pacific island small states,1971,1205879.0
Pacific island small states,1970,1181537.0
Pacific island small states,1969,1156327.0
Pacific island small states,1968,1130851.0
Pacific island small states,1967,1105889.0
Pacific island small states,1966,1079689.0
Pacific island small states,1965,1051140.0
Pacific island small states,1964,1022081.0
Pacific island small states,1963,993524.0
Pacific island small states,1962,965430.0
Pacific island small states,1961,938244.0
Pacific island small states,1960,912120.0
Post-demographic dividend,2023,1119236161.0
Post-demographic dividend,2022,1117561802.0
Post-demographic dividend,2021,1117015201.0
Post-demographic dividend,2020,1117765361.0
Post-demographic dividend,2019,1113651656.0
Post-demographic dividend,2018,1110512190.0
Post-demographic dividend,2017,1106644744.0
Post-demographic dividend,2016,1102507839.0
Post-demographic dividend,2015,1097599410.0
Post-demographic dividend,2014,1092805112.0
Post-demographic dividend,2013,1087808342.0
Post-demographic dividend,2012,1083068159.0
Post-demographic dividend,2011,1078564678.0
Post-demographic dividend,2010,1075615574.0
Post-demographic dividend,2009,1070658067.0
Post-demographic dividend,2008,1065219261.0
Post-demographic dividend,2007,1058829365.0
Post-demographic dividend,2006,1052610469.0
Post-demographic dividend,2005,1046942910.0
Post-demographic dividend,2004,1041747900.0
Post-demographic dividend,2003,1036412650.0
Post-demographic dividend,2002,1031271721.0
Post-demographic dividend,2001,1026102991.0
Post-demographic dividend,2000,1021150563.0
Post-demographic dividend,1999,1015990094.0
Post-demographic dividend,1998,1011086034.0
Post-demographic dividend,1997,1006102041.0
Post-demographic dividend,1996,1000836719.0
Post-demographic dividend,1995,995338472.0
Post-demographic dividend,1994,990028770.0
Post-demographic dividend,1993,984398082.0
Post-demographic dividend,1992,978087877.0
Post-demographic dividend,1991,971291914.0
Post-demographic dividend,1990,964371624.0
Post-demographic dividend,1989,958176572.0
Post-demographic dividend,1988,952284317.0
Post-demographic dividend,1987,946817118.0
Post-demographic dividend,1986,941566838.0
Post-demographic dividend,1985,936480384.0
Post-demographic dividend,1984,931624894.0
Post-demographic dividend,1983,926768139.0
Post-demographic dividend,1982,921558505.0
Post-demographic dividend,1981,916024683.0
Post-demographic dividend,1980,909919829.0
Post-demographic dividend,1979,903773491.0
Post-demographic dividend,1978,897398355.0
Post-demographic dividend,1977,891301791.0
Post-demographic dividend,1976,885244462.0
Post-demographic dividend,1975,879088327.0
Post-demographic dividend,1974,872247955.0
Post-demographic dividend,1973,865015884.0
Post-demographic dividend,1972,857513072.0
Post-demographic dividend,1971,849553629.0
Post-demographic dividend,1970,840190480.0
Post-demographic dividend,1969,832633761.0
Post-demographic dividend,1968,825029113.0
Post-demographic dividend,1967,817437528.0
Post-demographic dividend,1966,809623605.0
Post-demographic dividend,1965,801451274.0
Post-demographic dividend,1964,792735136.0
Post-demographic dividend,1963,783736508.0
Post-demographic dividend,1962,774679689.0
Post-demographic dividend,1961,765443499.0
Post-demographic dividend,1960,756379385.0
Pre-demographic dividend,2023,1078224044.0
Pre-demographic dividend,2022,1051201551.0
Pre-demographic dividend,2021,1024960313.0
Pre-demographic dividend,2020,998624261.0
Pre-demographic dividend,2019,972302503.0
Pre-demographic dividend,2018,946317177.0
Pre-demographic dividend,2017,920568701.0
Pre-demographic dividend,2016,895239872.0
Pre-demographic dividend,2015,870587800.0
Pre-demographic dividend,2014,846420736.0
Pre-demographic dividend,2013,822138419.0
Pre-demographic dividend,2012,798002725.0
Pre-demographic dividend,2011,774567417.0
Pre-demographic dividend,2010,752046672.0
Pre-demographic dividend,2009,730293963.0
Pre-demographic dividend,2008,708796270.0
Pre-demographic dividend,2007,688722596.0
Pre-demographic dividend,2006,670229212.0
Pre-demographic dividend,2005,651320620.0
Pre-demographic dividend,2004,632445407.0
Pre-demographic dividend,2003,614269146.0
Pre-demographic dividend,2002,596114535.0
Pre-demographic dividend,2001,578587390.0
Pre-demographic dividend,2000,562428025.0
Pre-demographic dividend,1999,546890075.0
Pre-demographic dividend,1998,531450214.0
Pre-demographic dividend,1997,516729805.0
Pre-demographic dividend,1996,503373634.0
Pre-demographic dividend,1995,490118620.0
Pre-demographic dividend,1994,475022693.0
Pre-demographic dividend,1993,459529211.0
Pre-demographic dividend,1992,445411988.0
Pre-demographic dividend,1991,433111892.0
Pre-demographic dividend,1990,422471117.0
Pre-demographic dividend,1989,411682495.0
Pre-demographic dividend,1988,400820214.0
Pre-demographic dividend,1987,390374024.0
Pre-demographic dividend,1986,379883689.0
Pre-demographic dividend,1985,369570962.0
Pre-demographic dividend,1984,359259708.0
Pre-demographic dividend,1983,349226289.0
Pre-demographic dividend,1982,339575832.0
Pre-demographic dividend,1981,330988678.0
Pre-demographic dividend,1980,322965422.0
Pre-demographic dividend,1979,313887702.0
Pre-demographic dividend,1978,304240149.0
Pre-demographic dividend,1977,295051411.0
Pre-demographic dividend,1976,286692896.0
Pre-demographic dividend,1975,278656584.0
Pre-demographic dividend,1974,270820390.0
Pre-demographic dividend,1973,263238228.0
Pre-demographic dividend,1972,256080715.0
Pre-demographic dividend,1971,249344292.0
Pre-demographic dividend,1970,242769169.0
Pre-demographic dividend,1969,236419165.0
Pre-demographic dividend,1968,230300956.0
Pre-demographic dividend,1967,224392810.0
Pre-demographic dividend,1966,218721527.0
Pre-demographic dividend,1965,213246024.0
Pre-demographic dividend,1964,207958469.0
Pre-demographic dividend,1963,202879347.0
Pre-demographic dividend,1962,198004977.0
Pre-demographic dividend,1961,193342737.0
Pre-demographic dividend,1960,188920253.0
Small states,2023,20253539.0
Small states,2022,20005272.0
Small states,2021,19777900.0
Small states,2020,19572194.0
Small states,2019,19408893.0
Small states,2018,19225348.0
Small states,2017,19007273.0
Small states,2016,18738677.0
Small states,2015,18501574.0
Small states,2014,18260446.0
Small states,2013,18019613.0
Small states,2012,17799404.0
Small states,2011,17614955.0
Small states,2010,17486029.0
Small states,2009,17267231.0
Small states,2008,17023254.0
Small states,2007,16783557.0
Small states,2006,16531026.0
Small states,2005,16293669.0
Small states,2004,16075494.0
Small states,2003,15866947.0
Small states,2002,15628745.0
Small states,2001,15353612.0
Small states,2000,15104549.0
Small states,1999,15004319.0
Small states,1998,14919372.0
Small states,1997,14718417.0
Small states,1996,14521521.0
Small states,1995,14351327.0
Small states,1994,14226027.0
Small states,1993,14087169.0
Small states,1992,13980192.0
Small states,1991,13851264.0
Small states,1990,13642451.0
Small states,1989,13404597.0
Small states,1988,13173930.0
Small states,1987,12953210.0
Small states,1986,12735312.0
Small states,1985,12518189.0
Small states,1984,12309661.0
Small states,1983,12115123.0
Small states,1982,11922906.0
Small states,1981,11728921.0
Small states,1980,11535614.0
Small states,1979,11340971.0
Small states,1978,11149899.0
Small states,1977,10961285.0
Small states,1976,10772756.0
Small states,1975,10593903.0
Small states,1974,10428136.0
Small states,1973,10268857.0
Small states,1972,10103257.0
Small states,1971,9930876.0
Small states,1970,9760009.0
Small states,1969,9595123.0
Small states,1968,9431669.0
Small states,1967,9271813.0
Small states,1966,9111088.0
Small states,1965,8942904.0
Small states,1964,8768610.0
Small states,1963,8590239.0
Small states,1962,8410874.0
Small states,1961,8236668.0
Small states,1960,8084378.0
South Asia,2023,1951539835.0
South Asia,2022,1932289074.0
South Asia,2021,1914263569.0
South Asia,2020,1895144142.0
South Asia,2019,1874070006.0
South Asia,2018,1852836645.0
South Asia,2017,1831474329.0
South Asia,2016,1809951345.0
South Asia,2015,1788492725.0
South Asia,2014,1766896416.0
South Asia,2013,1744358673.0
South Asia,2012,1721780232.0
South Asia,2011,1697466396.0
South Asia,2010,1672490146.0
South Asia,2009,1647212835.0
South Asia,2008,1622028899.0
South Asia,2007,1597352539.0
South Asia,2006,1572294133.0
South Asia,2005,1546744163.0
South Asia,2004,1520797241.0
South Asia,2003,1494191087.0
South Asia,2002,1467185462.0
South Asia,2001,1439704270.0
South Asia,2000,1412194936.0
South Asia,1999,1384716971.0
South Asia,1998,1357088282.0
South Asia,1997,1329609793.0
South Asia,1996,1302319006.0
South Asia,1995,1275163648.0
South Asia,1994,1248304394.0
South Asia,1993,1221219670.0
South Asia,1992,1193900392.0
South Asia,1991,1167357434.0
South Asia,1990,1141498254.0
South Asia,1989,1115781733.0
South Asia,1988,1090292188.0
South Asia,1987,1065320678.0
South Asia,1986,1040673027.0
South Asia,1985,1016278162.0
South Asia,1984,992249656.0
South Asia,1983,968588030.0
South Asia,1982,945429976.0
South Asia,1981,923378190.0
South Asia,1980,901830096.0
South Asia,1979,880093189.0
South Asia,1978,859247929.0
South Asia,1977,839003065.0
South Asia,1976,818897740.0
South Asia,1975,799327643.0
South Asia,1974,780131997.0
South Asia,1973,761620615.0
South Asia,1972,743820087.0
South Asia,1971,727496928.0
South Asia,1970,711535056.0
South Asia,1969,695251697.0
South Asia,1968,679739334.0
South Asia,1967,664339452.0
South Asia,1966,649326080.0
South Asia,1965,634743361.0
South Asia,1964,619975727.0
South Asia,1963,605163476.0
South Asia,1962,590723078.0
South Asia,1961,576552257.0
South Asia,1960,562663671.0
South Asia (IDA & IBRD),2023,1951539835.0
South Asia (IDA & IBRD),2022,1932289074.0
South Asia (IDA & IBRD),2021,1914263569.0
South Asia (IDA & IBRD),2020,1895144142.0
South Asia (IDA & IBRD),2019,1874070006.0
South Asia (IDA & IBRD),2018,1852836645.0
South Asia (IDA & IBRD),2017,1831474329.0
South Asia (IDA & IBRD),2016,1809951345.0
South Asia (IDA & IBRD),2015,1788492725.0
South Asia (IDA & IBRD),2014,1766896416.0
South Asia (IDA & IBRD),2013,1744358673.0
South Asia (IDA & IBRD),2012,1721780232.0
South Asia (IDA & IBRD),2011,1697466396.0
South Asia (IDA & IBRD),2010,1672490146.0
South Asia (IDA & IBRD),2009,1647212835.0
South Asia (IDA & IBRD),2008,1622028899.0
South Asia (IDA & IBRD),2007,1597352539.0
South Asia (IDA & IBRD),2006,1572294133.0
South Asia (IDA & IBRD),2005,1546744163.0
South Asia (IDA & IBRD),2004,1520797241.0
South Asia (IDA & IBRD),2003,1494191087.0
South Asia (IDA & IBRD),2002,1467185462.0
South Asia (IDA & IBRD),2001,1439704270.0
South Asia (IDA & IBRD),2000,1412194936.0
South Asia (IDA & IBRD),1999,1384716971.0
South Asia (IDA & IBRD),1998,1357088282.0
South Asia (IDA & IBRD),1997,1329609793.0
South Asia (IDA & IBRD),1996,1302319006.0
South Asia (IDA & IBRD),1995,1275163648.0
South Asia (IDA & IBRD),1994,1248304394.0
South Asia (IDA & IBRD),1993,1221219670.0
South Asia (IDA & IBRD),1992,1193900392.0
South Asia (IDA & IBRD),1991,1167357434.0
South Asia (IDA & IBRD),1990,1141498254.0
South Asia (IDA & IBRD),1989,1115781733.0
South Asia (IDA & IBRD),1988,1090292188.0
South Asia (IDA & IBRD),1987,1065320678.0
South Asia (IDA & IBRD),1986,1040673027.0
South Asia (IDA & IBRD),1985,1016278162.0
South Asia (IDA & IBRD),1984,992249656.0
South Asia (IDA & IBRD),1983,968588030.0
South Asia (IDA & IBRD),1982,945429976.0
South Asia (IDA & IBRD),1981,923378190.0
South Asia (IDA & IBRD),1980,901830096.0
South Asia (IDA & IBRD),1979,880093189.0
South Asia (IDA & IBRD),1978,859247929.0
South Asia (IDA & IBRD),1977,839003065.0
South Asia (IDA & IBRD),1976,818897740.0
South Asia (IDA & IBRD),1975,799327643.0
South Asia (IDA & IBRD),1974,780131997.0
South Asia (IDA & IBRD),1973,761620615.0
South Asia (IDA & IBRD),1972,743820087.0
South Asia (IDA & IBRD),1971,727496928.0
South Asia (IDA & IBRD),1970,711535056.0
South Asia (IDA & IBRD),1969,695251697.0
South Asia (IDA & IBRD),1968,679739334.0
South Asia (IDA & IBRD),1967,664339452.0
South Asia (IDA & IBRD),1966,649326080.0
South Asia (IDA & IBRD),1965,634743361.0
South Asia (IDA & IBRD),1964,619975727.0
South Asia (IDA & IBRD),1963,605163476.0
South Asia (IDA & IBRD),1962,590723078.0
South Asia (IDA & IBRD),1961,576552257.0
South Asia (IDA & IBRD),1960,562663671.0
Sub-Saharan Africa,2023,1259902353.0
Sub-Saharan Africa,2022,1229208573.0
Sub-Saharan Africa,2021,1199011925.0
Sub-Saharan Africa,2020,1169015451.0
Sub-Saharan Africa,2019,1139315618.0
Sub-Saharan Africa,2018,1109997000.0
Sub-Saharan Africa,2017,1080941647.0
Sub-Saharan Africa,2016,1052824144.0
Sub-Saharan Africa,2015,1025251114.0
Sub-Saharan Africa,2014,997961037.0
Sub-Saharan Africa,2013,971232906.0
Sub-Saharan Africa,2012,944970310.0
Sub-Saharan Africa,2011,919528126.0
Sub-Saharan Africa,2010,894666657.0
Sub-Saharan Africa,2009,870347292.0
Sub-Saharan Africa,2008,846656872.0
Sub-Saharan Africa,2007,823564883.0
Sub-Saharan Africa,2006,801269368.0
Sub-Saharan Africa,2005,779665113.0
Sub-Saharan Africa,2004,758653144.0
Sub-Saharan Africa,2003,738316131.0
Sub-Saharan Africa,2002,718662153.0
Sub-Saharan Africa,2001,699588585.0
Sub-Saharan Africa,2000,681125107.0
Sub-Saharan Africa,1999,663257231.0
Sub-Saharan Africa,1998,645803591.0
Sub-Saharan Africa,1997,628853819.0
Sub-Saharan Africa,1996,612553970.0
Sub-Saharan Africa,1995,596382250.0
Sub-Saharan Africa,1994,580801913.0
Sub-Saharan Africa,1993,565570780.0
Sub-Saharan Africa,1992,550274082.0
Sub-Saharan Africa,1991,535621670.0
Sub-Saharan Africa,1990,521314712.0
Sub-Saharan Africa,1989,507001395.0
Sub-Saharan Africa,1988,492983652.0
Sub-Saharan Africa,1987,479171693.0
Sub-Saharan Africa,1986,465510912.0
Sub-Saharan Africa,1985,452261445.0
Sub-Saharan Africa,1984,439338948.0
Sub-Saharan Africa,1983,426899800.0
Sub-Saharan Africa,1982,414407128.0
Sub-Saharan Africa,1981,401805572.0
Sub-Saharan Africa,1980,389959247.0
Sub-Saharan Africa,1979,378695833.0
Sub-Saharan Africa,1978,367476902.0
Sub-Saharan Africa,1977,356939418.0
Sub-Saharan Africa,1976,347140248.0
Sub-Saharan Africa,1975,337484491.0
Sub-Saharan Africa,1974,328098223.0
Sub-Saharan Africa,1973,318974077.0
Sub-Saharan Africa,1972,310303050.0
Sub-Saharan Africa,1971,302095262.0
Sub-Saharan Africa,1970,294071521.0
Sub-Saharan Africa,1969,286291766.0
Sub-Saharan Africa,1968,278774032.0
Sub-Saharan Africa,1967,271499400.0
Sub-Saharan Africa,1966,264528156.0
Sub-Saharan Africa,1965,257806104.0
Sub-Saharan Africa,1964,251292534.0
Sub-Saharan Africa,1963,245034711.0
Sub-Saharan Africa,1962,239026415.0
Sub-Saharan Africa,1961,233241597.0
Sub-Saharan Africa,1960,227703005.0
Sub-Saharan Africa (excluding high income),2023,1259782580.0
Sub-Saharan Africa (excluding high income),2022,1229088695.0
Sub-Saharan Africa (excluding high income),2021,1198912667.0
Sub-Saharan Africa (excluding high income),2020,1168916989.0
Sub-Saharan Africa (excluding high income),2019,1139217993.0
Sub-Saharan Africa (excluding high income),2018,1109900238.0
Sub-Saharan Africa (excluding high income),2017,1080845804.0
Sub-Saharan Africa (excluding high income),2016,1052729467.0
Sub-Saharan Africa (excluding high income),2015,1025157695.0
Sub-Saharan Africa (excluding high income),2014,997869678.0
Sub-Saharan Africa (excluding high income),2013,971142957.0
Sub-Saharan Africa (excluding high income),2012,944882007.0
Sub-Saharan Africa (excluding high income),2011,919440685.0
Sub-Saharan Africa (excluding high income),2010,894576887.0
Sub-Saharan Africa (excluding high income),2009,870259994.0
Sub-Saharan Africa (excluding high income),2008,846569916.0
Sub-Saharan Africa (excluding high income),2007,823479850.0
Sub-Saharan Africa (excluding high income),2006,801184768.0
Sub-Saharan Africa (excluding high income),2005,779582255.0
Sub-Saharan Africa (excluding high income),2004,758570669.0
Sub-Saharan Africa (excluding high income),2003,738233350.0
Sub-Saharan Africa (excluding high income),2002,718578430.0
Sub-Saharan Africa (excluding high income),2001,699507383.0
Sub-Saharan Africa (excluding high income),2000,681043976.0
Sub-Saharan Africa (excluding high income),1999,663176821.0
Sub-Saharan Africa (excluding high income),1998,645724745.0
Sub-Saharan Africa (excluding high income),1997,628776500.0
Sub-Saharan Africa (excluding high income),1996,612477553.0
Sub-Saharan Africa (excluding high income),1995,596306946.0
Sub-Saharan Africa (excluding high income),1994,580727708.0
Sub-Saharan Africa (excluding high income),1993,565498527.0
Sub-Saharan Africa (excluding high income),1992,550203319.0
Sub-Saharan Africa (excluding high income),1991,535551231.0
Sub-Saharan Africa (excluding high income),1990,521245205.0
Sub-Saharan Africa (excluding high income),1989,506932228.0
Sub-Saharan Africa (excluding high income),1988,492914897.0
Sub-Saharan Africa (excluding high income),1987,479103194.0
Sub-Saharan Africa (excluding high income),1986,465445260.0
Sub-Saharan Africa (excluding high income),1985,452196201.0
Sub-Saharan Africa (excluding high income),1984,439274231.0
Sub-Saharan Africa (excluding high income),1983,426835465.0
Sub-Saharan Africa (excluding high income),1982,414342715.0
Sub-Saharan Africa (excluding high income),1981,401741537.0
Sub-Saharan Africa (excluding high income),1980,389895986.0
Sub-Saharan Africa (excluding high income),1979,378633147.0
Sub-Saharan Africa (excluding high income),1978,367414752.0
Sub-Saharan Africa (excluding high income),1977,356877632.0
